Time	CellId	RNTI	BWPId	SINR(dB)
0.0100357	1	0	0	17.5117
0.0100357	1	0	0	22.4263
0.0100357	1	0	0	14.7139
0.0100357	1	0	0	19.9733
0.0100357	1	0	0	21.8847
0.0100357	1	0	0	20.9653
0.0100357	3	0	0	18.4858
0.0100357	3	0	0	29.1371
0.0100357	3	0	0	26.8171
0.0100357	3	0	0	19.1463
0.0100357	3	0	0	23.0998
0.0100357	3	0	0	22.6556
0.0100357	3	0	0	20.4511
0.0100357	3	0	0	17.4783
0.0100357	3	0	0	24.9801
0.0100357	3	0	0	30.8809
0.0100357	5	0	0	32.3192
0.0100357	5	0	0	36.6027
0.0100357	5	0	0	29.0527
0.0100357	5	0	0	28.4751
0.0100357	5	0	0	19.7247
0.0100357	5	0	0	36.0304
0.0100357	5	0	0	15.1069
0.0100357	5	0	0	45.6697
0.0100357	5	0	0	20.0115
0.0100357	5	0	0	15.2807
0.0150357	1	0	0	12.9124
0.0150357	1	0	0	23.0024
0.0150357	1	0	0	19.8289
0.0150357	1	0	0	15.8615
0.0150357	1	0	0	17.5117
0.0150357	1	0	0	22.4263
0.0150357	1	0	0	14.7139
0.0150357	1	0	0	19.9733
0.0150357	1	0	0	21.8847
0.0150357	1	0	0	20.9653
0.0150357	3	0	0	18.4858
0.0150357	3	0	0	29.1371
0.0150357	3	0	0	26.8171
0.0150357	3	0	0	19.1463
0.0150357	3	0	0	23.0998
0.0150357	3	0	0	22.6556
0.0150357	3	0	0	20.4511
0.0150357	3	0	0	17.4783
0.0150357	3	0	0	24.9801
0.0150357	3	0	0	30.8809
0.0150357	5	0	0	32.3192
0.0150357	5	0	0	36.6027
0.0150357	5	0	0	29.0527
0.0150357	5	0	0	28.4751
0.0150357	5	0	0	19.7247
0.0150357	5	0	0	36.0304
0.0150357	5	0	0	15.1069
0.0150357	5	0	0	45.6697
0.0150357	5	0	0	20.0115
0.0150357	5	0	0	15.2807
0.0180357	1	0	0	12.9124
0.0180357	1	0	0	23.0024
0.0180357	1	0	0	19.8289
0.0180357	1	0	0	15.8615
0.0180357	1	0	0	17.5117
0.0180357	1	0	0	22.4263
0.0180357	1	0	0	14.7139
0.0180357	1	0	0	19.9733
0.0180357	1	0	0	21.8847
0.0180357	1	0	0	20.9653
0.0180357	3	0	0	18.4858
0.0180357	3	0	0	29.1371
0.0180357	3	0	0	26.8171
0.0180357	3	0	0	19.1463
0.0180357	3	0	0	23.0998
0.0180357	3	0	0	22.6556
0.0180357	3	0	0	20.4511
0.0180357	3	0	0	17.4783
0.0180357	3	0	0	24.9801
0.0180357	3	0	0	30.8809
0.0180357	5	0	0	32.3192
0.0180357	5	0	0	36.6027
0.0180357	5	0	0	29.0527
0.0180357	5	0	0	28.4751
0.0180357	5	0	0	19.7247
0.0180357	5	0	0	36.0304
0.0180357	5	0	0	15.1069
0.0180357	5	0	0	45.6697
0.0180357	5	0	0	20.0115
0.0180357	5	0	0	15.2807
0.0185357	3	1	0	18.4858
0.0185357	3	2	0	29.1371
0.0185357	3	3	0	26.8171
0.0185357	3	4	0	19.1463
0.0185357	3	5	0	23.0998
0.0185357	3	6	0	22.6556
0.0185357	3	0	0	20.4511
0.0185357	3	0	0	17.4783
0.0185357	3	0	0	24.9801
0.0185357	3	0	0	30.8809
0.0195357	3	1	0	18.4858
0.0195357	3	2	0	29.1371
0.0195357	3	3	0	26.8171
0.0195357	3	4	0	19.1463
0.0195357	3	5	0	23.0998
0.0195357	3	6	0	22.6556
0.0195357	3	0	0	20.4511
0.0195357	3	0	0	17.4783
0.0195357	3	0	0	24.9801
0.0195357	3	0	0	30.8809
0.0200357	1	1	0	12.9124
0.0200357	1	2	0	23.0024
0.0200357	1	3	0	19.8289
0.0200357	1	4	0	15.8615
0.0200357	1	5	0	17.5117
0.0200357	1	6	0	22.4263
0.0200357	1	0	0	14.7139
0.0200357	1	0	0	19.9733
0.0200357	1	0	0	21.8847
0.0200357	1	0	0	20.9653
0.0200357	3	1	0	18.4858
0.0200357	3	2	0	29.1371
0.0200357	3	3	0	26.8171
0.0200357	3	4	0	19.1463
0.0200357	3	5	0	23.0998
0.0200357	3	6	0	22.6556
0.0200357	3	0	0	20.4511
0.0200357	3	0	0	17.4783
0.0200357	3	0	0	24.9801
0.0200357	3	0	0	30.8809
0.0200357	5	1	0	32.3192
0.0200357	5	2	0	36.6027
0.0200357	5	3	0	29.0527
0.0200357	5	4	0	28.4751
0.0200357	5	5	0	19.7247
0.0200357	5	0	0	36.0304
0.0200357	5	0	0	15.1069
0.0200357	5	0	0	45.6697
0.0200357	5	0	0	20.0115
0.0200357	5	0	0	15.2807
0.0220357	1	1	0	12.9124
0.0220357	1	2	0	23.0024
0.0220357	1	3	0	19.8289
0.0220357	1	4	0	15.8615
0.0220357	1	5	0	17.5117
0.0220357	1	6	0	22.4263
0.0220357	1	0	0	14.7139
0.0220357	1	0	0	19.9733
0.0220357	1	0	0	21.8847
0.0220357	1	0	0	20.9653
0.0220357	3	1	0	18.4858
0.0220357	3	2	0	29.1371
0.0220357	3	3	0	26.8171
0.0220357	3	4	0	19.1463
0.0220357	3	5	0	23.0998
0.0220357	3	6	0	22.6556
0.0220357	3	0	0	20.4511
0.0220357	3	0	0	17.4783
0.0220357	3	0	0	24.9801
0.0220357	3	0	0	30.8809
0.0220357	5	1	0	32.3192
0.0220357	5	2	0	36.6027
0.0220357	5	3	0	29.0527
0.0220357	5	4	0	28.4751
0.0220357	5	5	0	19.7247
0.0220357	5	0	0	36.0304
0.0220357	5	0	0	15.1069
0.0220357	5	0	0	45.6697
0.0220357	5	0	0	20.0115
0.0220357	5	0	0	15.2807
0.0230357	5	1	0	32.3192
0.0230357	5	2	0	36.6027
0.0230357	5	3	0	29.0527
0.0230357	5	4	0	28.4751
0.0230357	5	5	0	19.7247
0.0230357	5	11	0	36.0304
0.0230357	5	12	0	15.1069
0.0230357	5	13	0	45.6697
0.0230357	5	14	0	20.0115
0.0230357	5	15	0	15.2807
0.0235357	5	1	0	32.3192
0.0235357	5	2	0	36.6027
0.0235357	5	3	0	29.0527
0.0235357	5	4	0	28.4751
0.0235357	5	5	0	19.7247
0.0235357	5	11	0	36.0304
0.0235357	5	12	0	15.1069
0.0235357	5	13	0	45.6697
0.0235357	5	14	0	20.0115
0.0235357	5	15	0	15.2807
0.0240357	3	1	0	18.4858
0.0240357	3	2	0	29.1371
0.0240357	3	3	0	26.8171
0.0240357	3	4	0	19.1463
0.0240357	3	5	0	23.0998
0.0240357	3	6	0	22.6556
0.0240357	3	11	0	20.4511
0.0240357	3	12	0	17.4783
0.0240357	3	13	0	24.9801
0.0240357	3	14	0	30.8809
0.0250357	1	1	0	12.9124
0.0250357	1	2	0	23.0024
0.0250357	1	3	0	19.8289
0.0250357	1	4	0	15.8615
0.0250357	1	5	0	17.5117
0.0250357	1	6	0	22.4263
0.0250357	1	11	0	14.7139
0.0250357	1	12	0	19.9733
0.0250357	1	13	0	21.8847
0.0250357	1	14	0	20.9653
0.0250357	3	1	0	18.4858
0.0250357	3	2	0	29.1371
0.0250357	3	3	0	26.8171
0.0250357	3	4	0	19.1463
0.0250357	3	5	0	23.0998
0.0250357	3	6	0	22.6556
0.0250357	3	11	0	20.4511
0.0250357	3	12	0	17.4783
0.0250357	3	13	0	24.9801
0.0250357	3	14	0	30.8809
0.0250357	5	1	0	32.3192
0.0250357	5	2	0	36.6027
0.0250357	5	3	0	29.0527
0.0250357	5	4	0	28.4751
0.0250357	5	5	0	19.7247
0.0250357	5	11	0	36.0304
0.0250357	5	12	0	15.1069
0.0250357	5	13	0	45.6697
0.0250357	5	14	0	20.0115
0.0250357	5	15	0	15.2807
0.0260357	1	1	0	12.9124
0.0260357	1	2	0	23.0024
0.0260357	1	3	0	19.8289
0.0260357	1	4	0	15.8615
0.0260357	1	5	0	17.5117
0.0260357	1	6	0	22.4263
0.0260357	1	11	0	14.7139
0.0260357	1	12	0	19.9733
0.0260357	1	13	0	21.8847
0.0260357	1	14	0	20.9653
0.0260357	3	1	0	18.4858
0.0260357	3	2	0	29.1371
0.0260357	3	3	0	26.8171
0.0260357	3	4	0	19.1463
0.0260357	3	5	0	23.0998
0.0260357	3	6	0	22.6556
0.0260357	3	11	0	20.4511
0.0260357	3	12	0	17.4783
0.0260357	3	13	0	24.9801
0.0260357	3	14	0	30.8809
0.0280357	5	1	0	32.3192
0.0280357	5	2	0	36.6027
0.0280357	5	3	0	29.0527
0.0280357	5	4	0	28.4751
0.0280357	5	5	0	19.7247
0.0280357	5	11	0	36.0304
0.0280357	5	12	0	15.1069
0.0280357	5	13	0	45.6697
0.0280357	5	14	0	20.0115
0.0280357	5	15	0	15.2807
0.0285357	5	1	0	32.3192
0.0285357	5	2	0	36.6027
0.0285357	5	3	0	29.0527
0.0285357	5	4	0	28.4751
0.0285357	5	5	0	19.7247
0.0285357	5	11	0	36.0304
0.0285357	5	12	0	15.1069
0.0285357	5	13	0	45.6697
0.0285357	5	14	0	20.0115
0.0285357	5	15	0	15.2807
0.0290357	3	1	0	18.4858
0.0290357	3	2	0	29.1371
0.0290357	3	3	0	26.8171
0.0290357	3	4	0	19.1463
0.0290357	3	5	0	23.0998
0.0290357	3	6	0	22.6556
0.0290357	3	11	0	20.4511
0.0290357	3	12	0	17.4783
0.0290357	3	13	0	24.9801
0.0290357	3	14	0	30.8809
0.0295357	3	1	0	18.4858
0.0295357	3	2	0	29.1371
0.0295357	3	3	0	26.8171
0.0295357	3	4	0	19.1463
0.0295357	3	5	0	23.0998
0.0295357	3	6	0	22.6556
0.0295357	3	11	0	20.4511
0.0295357	3	12	0	17.4783
0.0295357	3	13	0	24.9801
0.0295357	3	14	0	30.8809
0.0300357	1	1	0	12.9124
0.0300357	1	2	0	23.0024
0.0300357	1	3	0	19.8289
