% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
0.8215	3	0	0	2	82	2	1	1	6	15	1	0	27	3244
0.8215	3	0	0	3	82	2	1	7	6	13	1	0	23	2687
0.822	3	0	0	2	82	3	0	1	6	14	1	0	27	3244
0.822	3	0	0	3	82	3	0	7	6	12	1	0	23	2687
0.8225	3	0	0	2	82	3	1	1	6	13	1	0	27	3244
0.8225	3	0	0	3	82	3	1	7	6	11	1	0	23	2687
0.823	3	0	0	2	82	4	0	1	6	12	1	0	27	3244
0.823	3	0	0	3	82	4	0	7	6	15	1	0	23	2687
0.8235	3	0	0	2	82	4	1	1	6	11	1	0	27	3244
0.8235	3	0	0	3	82	4	1	7	6	14	1	0	23	2687
0.824	3	0	0	2	82	5	0	1	6	15	1	0	27	3244
0.824	3	0	0	3	82	5	0	7	5	13	1	0	23	2238
0.8245	3	0	0	2	82	5	1	1	6	14	1	0	27	3244
0.8245	3	0	0	3	82	5	1	7	6	12	1	0	23	2687
0.825	3	0	0	2	82	6	0	1	6	13	1	0	27	3244
0.825	3	0	0	3	82	6	0	7	6	11	1	0	23	2687
0.8255	3	0	0	2	82	6	1	1	6	12	1	0	27	3244
0.8255	3	0	0	3	82	6	1	7	6	15	1	0	23	2687
0.826	3	0	0	2	82	7	0	1	6	11	1	0	27	3244
0.826	3	0	0	3	82	7	0	7	6	14	1	0	23	2687
0.826	5	0	0	4	82	7	0	1	12	15	1	0	27	6488
0.8265	3	0	0	2	82	7	1	1	6	15	1	0	27	3244
0.8265	3	0	0	3	82	7	1	7	6	13	1	0	23	2687
0.8265	5	0	0	4	82	7	1	1	12	14	1	0	27	6488
0.827	3	0	0	2	82	8	0	1	6	14	1	0	27	3244
0.827	3	0	0	3	82	8	0	7	6	12	1	0	23	2687
0.827	5	0	0	4	82	8	0	1	12	13	1	0	27	6488
0.8275	3	0	0	2	82	8	1	1	6	13	1	0	27	3244
0.8275	3	0	0	3	82	8	1	7	6	11	1	0	23	2687
0.8275	5	0	0	4	82	8	1	1	12	12	1	0	27	6488
0.828	3	0	0	2	82	9	0	1	6	12	1	0	27	3244
0.828	3	0	0	3	82	9	0	7	6	15	1	0	23	2687
0.828	5	0	0	4	82	9	0	1	12	11	1	0	27	6488
0.8285	3	0	0	2	82	9	1	1	6	11	1	0	27	3244
0.8285	3	0	0	3	82	9	1	7	6	14	1	0	23	2687
0.8285	5	0	0	4	82	9	1	1	11	15	1	0	27	5949
0.829	3	0	0	2	83	0	0	1	6	15	1	0	27	3244
0.829	3	0	0	3	83	0	0	7	6	13	1	0	23	2687
0.829	5	0	0	4	83	0	0	1	12	14	1	0	27	6488
0.8295	3	0	0	2	83	0	1	1	5	14	1	0	27	2704
0.8295	3	0	0	3	83	0	1	6	6	12	1	0	23	2687
0.8295	5	0	0	4	83	0	1	1	12	13	1	0	27	6488
0.83	3	0	0	2	83	1	0	1	6	13	1	0	27	3244
0.83	3	0	0	3	83	1	0	7	6	11	1	0	23	2687
0.83	5	0	0	4	83	1	0	1	11	12	1	0	27	5949
0.8305	3	0	0	2	83	1	1	1	6	12	1	0	27	3244
0.8305	3	0	0	3	83	1	1	7	6	15	1	0	23	2687
0.8305	5	0	0	4	83	1	1	1	11	11	1	0	27	5949
0.831	3	0	0	2	83	2	0	1	6	11	1	0	27	3244
0.831	3	0	0	3	83	2	0	7	6	14	1	0	23	2687
0.831	5	0	0	4	83	2	0	1	12	15	1	0	27	6488
0.8315	3	0	0	2	83	2	1	1	6	15	1	0	27	3244
0.8315	3	0	0	3	83	2	1	7	6	13	1	0	23	2687
0.8315	5	0	0	4	83	2	1	1	12	14	1	0	27	6488
0.832	3	0	0	2	83	3	0	1	6	14	1	0	27	3244
0.832	3	0	0	3	83	3	0	7	6	12	1	0	23	2687
0.832	5	0	0	4	83	3	0	1	12	13	1	0	27	6488
0.8325	3	0	0	2	83	3	1	1	6	13	1	0	27	3244
0.8325	3	0	0	3	83	3	1	7	5	11	1	0	23	2238
0.8325	5	0	0	4	83	3	1	1	12	12	1	0	27	6488
0.833	3	0	0	2	83	4	0	1	5	12	1	0	27	2704
0.833	3	0	0	3	83	4	0	6	6	15	1	0	23	2687
0.833	5	0	0	4	83	4	0	1	12	11	1	0	27	6488
0.8335	3	0	0	2	83	4	1	1	6	11	1	0	27	3244
0.8335	3	0	0	3	83	4	1	7	6	14	1	0	23	2687
0.8335	5	0	0	4	83	4	1	1	12	15	1	0	27	6488
0.834	3	0	0	2	83	5	0	1	6	15	1	0	27	3244
0.834	3	0	0	3	83	5	0	7	6	13	1	0	23	2687
0.834	5	0	0	4	83	5	0	1	12	14	1	0	27	6488
0.8345	3	0	0	2	83	5	1	1	6	14	1	0	27	3244
0.8345	3	0	0	3	83	5	1	7	6	12	1	0	23	2687
0.8345	5	0	0	4	83	5	1	1	12	13	1	0	27	6488
0.835	3	0	0	2	83	6	0	1	6	13	1	0	27	3244
0.835	3	0	0	3	83	6	0	7	6	11	1	0	23	2687
0.835	5	0	0	4	83	6	0	1	12	12	1	0	27	6488
0.8355	3	0	0	2	83	6	1	1	6	12	1	0	27	3244
0.8355	3	0	0	3	83	6	1	7	6	15	1	0	23	2687
0.8355	5	0	0	4	83	6	1	1	12	11	1	0	27	6488
0.836	3	0	0	2	83	7	0	1	6	11	1	0	27	3244
0.836	3	0	0	3	83	7	0	7	6	14	1	0	23	2687
0.836	5	0	0	4	83	7	0	1	12	15	1	0	27	6488
0.8365	3	0	0	2	83	7	1	1	6	15	1	0	27	3244
0.8365	3	0	0	3	83	7	1	7	6	13	1	0	23	2687
0.8365	5	0	0	4	83	7	1	1	12	14	1	0	27	6488
0.837	3	0	0	2	83	8	0	1	6	14	1	0	27	3244
0.837	3	0	0	3	83	8	0	7	5	12	1	0	23	2238
0.837	5	0	0	4	83	8	0	1	12	13	1	0	27	6488
0.8375	3	0	0	2	83	8	1	1	6	13	1	0	27	3244
0.8375	3	0	0	3	83	8	1	7	6	11	1	0	23	2687
0.8375	5	0	0	4	83	8	1	1	12	12	1	0	27	6488
0.838	3	0	0	2	83	9	0	1	5	12	1	0	27	2704
0.838	3	0	0	3	83	9	0	6	6	15	1	0	23	2687
0.838	5	0	0	4	83	9	0	1	12	11	1	0	27	6488
0.8385	3	0	0	2	83	9	1	1	6	11	1	0	27	3244
0.8385	3	0	0	3	83	9	1	7	6	14	1	0	23	2687
0.8385	5	0	0	4	83	9	1	1	12	15	1	0	27	6488
0.839	3	0	0	2	84	0	0	1	3	15	1	0	27	1623
0.839	3	0	0	3	84	0	0	4	9	13	1	0	23	4031
0.839	5	0	0	4	84	0	0	1	12	14	1	0	27	6488
0.8395	3	0	0	3	84	0	1	1	12	12	1	0	23	5371
0.8395	5	0	0	4	84	0	1	1	12	13	1	0	27	6488
0.84	3	0	0	3	84	1	0	1	12	11	1	0	23	5371
0.84	5	0	0	4	84	1	0	1	12	12	1	0	27	6488
0.8405	3	0	0	3	84	1	1	1	11	15	1	0	23	4926
0.8405	5	0	0	4	84	1	1	1	12	11	1	0	27	6488
0.841	3	0	0	3	84	2	0	1	12	14	1	0	23	5371
0.841	5	0	0	4	84	2	0	1	12	15	1	0	27	6488
0.8415	3	0	0	3	84	2	1	1	12	13	1	0	23	5371
0.8415	5	0	0	4	84	2	1	1	12	14	1	0	27	6488
0.842	3	0	0	3	84	3	0	1	12	12	1	0	23	5371
0.842	5	0	0	4	84	3	0	1	12	13	1	0	27	6488
0.8425	3	0	0	3	84	3	1	1	12	11	1	0	23	5371
0.8425	5	0	0	4	84	3	1	1	12	12	1	0	27	6488
0.843	3	0	0	3	84	4	0	1	12	15	1	0	23	5371
0.843	5	0	0	4	84	4	0	1	12	11	1	0	27	6488
0.8435	3	0	0	3	84	4	1	1	12	14	1	0	23	5371
0.8435	5	0	0	4	84	4	1	1	12	15	1	0	27	6488
0.844	3	0	0	3	84	5	0	1	12	13	1	0	23	5371
0.844	5	0	0	4	84	5	0	1	12	14	1	0	27	6488
0.8445	3	0	0	3	84	5	1	1	12	12	1	0	23	5371
0.8445	5	0	0	4	84	5	1	1	11	13	1	0	27	5949
0.845	3	0	0	3	84	6	0	1	12	11	1	0	23	5371
0.845	5	0	0	4	84	6	0	1	12	12	1	0	27	6488
0.8455	3	0	0	3	84	6	1	1	11	15	1	0	23	4926
0.8455	5	0	0	4	84	6	1	1	11	11	1	0	27	5949
0.846	3	0	0	3	84	7	0	1	12	14	1	0	23	5371
0.846	5	0	0	4	84	7	0	1	12	15	1	0	27	6488
0.8465	3	0	0	3	84	7	1	1	12	13	1	0	23	5371
0.8465	5	0	0	4	84	7	1	1	12	14	1	0	27	6488
0.847	3	0	0	3	84	8	0	1	12	12	1	0	23	5371
0.847	5	0	0	4	84	8	0	1	11	13	1	0	27	5949
0.8475	3	0	0	3	84	8	1	1	12	11	1	0	23	5371
0.8475	5	0	0	4	84	8	1	1	12	12	1	0	27	6488
0.848	3	0	0	3	84	9	0	1	12	15	1	0	23	5371
0.848	5	0	0	4	84	9	0	1	12	11	1	0	27	6488
0.8485	3	0	0	3	84	9	1	1	12	14	1	0	23	5371
0.8485	5	0	0	4	84	9	1	1	12	15	1	0	27	6488
0.849	3	0	0	3	85	0	0	1	12	13	1	0	23	5371
0.849	5	0	0	4	85	0	0	1	12	14	1	0	27	6488
0.8495	3	0	0	3	85	0	1	1	12	12	1	0	23	5371
0.8495	5	0	0	4	85	0	1	1	12	13	1	0	27	6488
0.85	3	0	0	3	85	1	0	1	12	11	1	0	23	5371
0.85	5	0	0	4	85	1	0	1	12	12	1	0	27	6488
0.8505	3	0	0	3	85	1	1	1	12	15	1	0	23	5371
0.8505	5	0	0	4	85	1	1	1	12	11	1	0	27	6488
0.851	3	0	0	3	85	2	0	1	12	14	1	0	23	5371
0.851	5	0	0	4	85	2	0	1	12	15	1	0	27	6488
0.8515	3	0	0	3	85	2	1	1	12	13	1	0	23	5371
0.8515	5	0	0	4	85	2	1	1	12	14	1	0	27	6488
0.852	3	0	0	3	85	3	0	1	12	12	1	0	23	5371
0.852	5	0	0	4	85	3	0	1	12	13	1	0	27	6488
0.8525	3	0	0	3	85	3	1	1	12	11	1	0	23	5371
0.8525	5	0	0	4	85	3	1	1	12	12	1	0	27	6488
0.853	3	0	0	3	85	4	0	1	12	15	1	0	23	5371
0.853	5	0	0	4	85	4	0	1	11	11	1	0	27	5949
0.8535	3	0	0	3	85	4	1	1	12	14	1	0	23	5371
0.8535	5	0	0	4	85	4	1	1	11	15	1	0	27	5949
0.854	3	0	0	3	85	5	0	1	12	13	1	0	23	5371
0.854	5	0	0	4	85	5	0	1	12	14	1	0	27	6488
0.8545	3	0	0	3	85	5	1	1	11	12	1	0	23	4926
0.8545	5	0	0	4	85	5	1	1	12	13	1	0	27	6488
0.855	3	0	0	3	85	6	0	1	12	11	1	0	23	5371
0.855	5	0	0	4	85	6	0	1	11	12	1	0	27	5949
0.8555	3	0	0	3	85	6	1	1	12	15	1	0	23	5371
0.8555	5	0	0	4	85	6	1	1	12	11	1	0	27	6488
0.856	3	0	0	3	85	7	0	1	12	14	1	0	23	5371
0.856	5	0	0	4	85	7	0	1	12	15	1	0	27	6488
0.8565	3	0	0	3	85	7	1	1	4	13	1	0	23	1792
0.8565	5	0	0	4	85	7	1	1	12	14	1	0	27	6488
0.857	5	0	0	4	85	8	0	1	12	13	1	0	27	6488
0.8575	5	0	0	4	85	8	1	1	12	12	1	0	27	6488
0.858	5	0	0	4	85	9	0	1	12	11	1	0	27	6488
0.8585	5	0	0	4	85	9	1	1	12	15	1	0	27	6488
0.859	5	0	0	4	86	0	0	1	12	14	1	0	27	6488
0.8595	5	0	0	4	86	0	1	1	12	13	1	0	27	6488
0.86	5	0	0	4	86	1	0	1	12	12	1	0	27	6488
0.8605	5	0	0	4	86	1	1	1	12	11	1	0	27	6488
0.861	5	0	0	4	86	2	0	1	12	15	1	0	27	6488
0.8615	5	0	0	4	86	2	1	1	12	14	1	0	27	6488
0.862	5	0	0	4	86	3	0	1	12	13	1	0	27	6488
0.8625	5	0	0	4	86	3	1	1	12	12	1	0	27	6488
0.863	5	0	0	4	86	4	0	1	12	11	1	0	27	6488
0.8635	5	0	0	4	86	4	1	1	11	15	1	0	27	5949
0.864	5	0	0	4	86	5	0	1	12	14	1	0	27	6488
0.8645	5	0	0	4	86	5	1	1	12	13	1	0	27	6488
0.865	5	0	0	4	86	6	0	1	12	12	1	0	27	6488
0.8655	5	0	0	4	86	6	1	1	12	11	1	0	27	6488
0.866	5	0	0	4	86	7	0	1	12	15	1	0	27	6488
0.8665	5	0	0	4	86	7	1	1	8	14	1	0	27	4325
0.904	5	0	0	5	90	5	0	1	12	15	1	0	27	6488
0.9045	5	0	0	5	90	5	1	1	12	14	1	0	27	6488
0.905	5	0	0	5	90	6	0	1	12	13	1	0	27	6488
0.9055	5	0	0	5	90	6	1	1	12	12	1	0	27	6488
0.906	5	0	0	5	90	7	0	1	12	11	1	0	27	6488
0.9065	5	0	0	5	90	7	1	1	12	15	1	0	27	6488
0.907	5	0	0	5	90	8	0	1	12	14	1	0	27	6488
0.9075	5	0	0	5	90	8	1	1	12	13	1	0	27	6488
0.908	5	0	0	5	90	9	0	1	12	12	1	0	27	6488
0.9085	5	0	0	5	90	9	1	1	11	11	1	0	27	5949
0.909	5	0	0	5	91	0	0	1	12	15	1	0	27	6488
0.9095	5	0	0	5	91	0	1	1	12	14	1	0	27	6488
0.91	5	0	0	5	91	1	0	1	11	13	1	0	27	5949
0.9105	5	0	0	5	91	1	1	1	11	12	1	0	27	5949
0.911	5	0	0	5	91	2	0	1	12	11	1	0	27	6488
0.9115	5	0	0	5	91	2	1	1	12	15	1	0	27	6488
0.912	5	0	0	5	91	3	0	1	12	14	1	0	27	6488
0.9125	5	0	0	5	91	3	1	1	12	13	1	0	27	6488
0.913	5	0	0	5	91	4	0	1	12	12	1	0	27	6488
0.9135	5	0	0	5	91	4	1	1	12	11	1	0	27	6488
0.914	5	0	0	5	91	5	0	1	12	15	1	0	27	6488
0.9145	5	0	0	5	91	5	1	1	12	14	1	0	27	6488
0.915	5	0	0	5	91	6	0	1	12	13	1	0	27	6488
0.9155	5	0	0	5	91	6	1	1	12	12	1	0	27	6488
0.916	5	0	0	5	91	7	0	1	12	11	1	0	27	6488
0.9165	5	0	0	5	91	7	1	1	12	15	1	0	27	6488
0.917	5	0	0	5	91	8	0	1	12	14	1	0	27	6488
0.9175	5	0	0	5	91	8	1	1	12	13	1	0	27	6488
0.918	5	0	0	5	91	9	0	1	12	12	1	0	27	6488
0.9185	5	0	0	5	91	9	1	1	12	11	1	0	27	6488
0.919	5	0	0	5	92	0	0	1	12	15	1	0	27	6488
0.9195	5	0	0	5	92	0	1	1	12	14	1	0	27	6488
0.92	5	0	0	5	92	1	0	1	12	13	1	0	27	6488
0.9205	5	0	0	5	92	1	1	1	12	12	1	0	27	6488
0.921	5	0	0	5	92	2	0	1	12	11	1	0	27	6488
0.9215	5	0	0	5	92	2	1	1	12	15	1	0	27	6488
0.922	5	0	0	5	92	3	0	1	12	14	1	0	27	6488
0.9225	5	0	0	5	92	3	1	1	12	13	1	0	27	6488
0.923	5	0	0	5	92	4	0	1	12	12	1	0	27	6488
0.9235	5	0	0	5	92	4	1	1	12	11	1	0	27	6488
0.924	5	0	0	5	92	5	0	1	12	15	1	0	27	6488
0.9245	5	0	0	5	92	5	1	1	11	14	1	0	27	5949
0.925	5	0	0	5	92	6	0	1	12	13	1	0	27	6488
0.9255	5	0	0	5	92	6	1	1	11	12	1	0	27	5949
0.926	5	0	0	5	92	7	0	1	12	11	1	0	27	6488
0.9265	5	0	0	5	92	7	1	1	12	15	1	0	27	6488
0.927	5	0	0	5	92	8	0	1	11	14	1	0	27	5949
0.9275	5	0	0	5	92	8	1	1	12	13	1	0	27	6488
0.928	5	0	0	5	92	9	0	1	12	12	1	0	27	6488
0.9285	5	0	0	5	92	9	1	1	12	11	1	0	27	6488
0.929	5	0	0	5	93	0	0	1	12	15	1	0	27	6488
0.9295	1	0	0	2	93	0	1	1	12	15	1	0	23	5371
0.9295	5	0	0	5	93	0	1	1	12	14	1	0	27	6488
0.93	1	0	0	2	93	1	0	1	12	14	1	0	23	5371
0.93	5	0	0	5	93	1	0	1	12	13	1	0	27	6488
0.9305	1	0	0	2	93	1	1	1	12	13	1	0	23	5371
0.9305	5	0	0	5	93	1	1	1	12	12	1	0	27	6488
0.931	1	0	0	2	93	2	0	1	12	12	1	0	23	5371
0.931	5	0	0	5	93	2	0	1	12	11	1	0	27	6488
0.9315	1	0	0	2	93	2	1	1	12	11	1	0	23	5371
0.9315	5	0	0	5	93	2	1	1	12	15	1	0	27	6488
0.932	1	0	0	2	93	3	0	1	11	15	1	0	23	4926
0.932	5	0	0	5	93	3	0	1	12	14	1	0	27	6488
0.9325	1	0	0	2	93	3	1	1	11	10	1	0	23	4926
0.9325	5	0	0	5	93	3	1	1	12	13	1	0	27	6488
0.933	5	0	0	5	93	4	0	1	11	12	1	0	27	5949
0.9335	5	0	0	5	93	4	1	1	11	11	1	0	27	5949
0.934	1	0	0	2	93	5	0	1	12	13	1	0	23	5371
0.934	5	0	0	5	93	5	0	1	12	15	1	0	27	6488
0.9345	1	0	0	2	93	5	1	1	11	15	1	0	23	4926
0.9345	5	0	0	5	93	5	1	1	12	14	1	0	27	6488
0.935	1	0	0	2	93	6	0	1	12	11	1	0	23	5371
0.935	5	0	0	5	93	6	0	1	11	13	1	0	27	5949
0.9355	1	0	0	2	93	6	1	1	12	14	1	0	23	5371
0.9355	5	0	0	5	93	6	1	1	12	12	1	0	27	6488
0.936	1	0	0	2	93	7	0	1	12	12	1	0	23	5371
0.936	5	0	0	5	93	7	0	1	12	11	1	0	27	6488
0.9365	5	0	0	5	93	7	1	1	12	15	1	0	27	6488
0.937	1	0	0	2	93	8	0	1	12	15	1	0	23	5371
0.937	5	0	0	5	93	8	0	1	12	14	1	0	27	6488
0.9375	5	0	0	5	93	8	1	1	12	13	1	0	27	6488
0.938	1	0	0	2	93	9	0	1	12	14	1	0	23	5371
0.938	5	0	0	5	93	9	0	1	12	12	1	0	27	6488
0.9385	1	0	0	2	93	9	1	1	12	12	1	0	23	5371
0.9385	5	0	0	5	93	9	1	1	12	11	1	0	27	6488
0.939	1	0	0	2	94	0	0	1	12	13	1	0	23	5371
0.939	5	0	0	5	94	0	0	1	12	15	1	0	27	6488
0.9395	1	0	0	2	94	0	1	1	12	15	1	0	23	5371
0.9395	5	0	0	5	94	0	1	1	12	14	1	0	27	6488
0.94	1	0	0	2	94	1	0	1	12	11	1	0	23	5371
0.94	5	0	0	5	94	1	0	1	12	13	1	0	27	6488
0.9405	1	0	0	2	94	1	1	1	12	14	1	0	23	5371
0.9405	5	0	0	5	94	1	1	1	12	12	1	0	27	6488
0.941	1	0	0	2	94	2	0	1	12	12	1	0	23	5371
0.941	5	0	0	5	94	2	0	1	12	11	1	0	27	6488
0.9415	5	0	0	5	94	2	1	1	12	15	1	0	27	6488
0.942	1	0	0	2	94	3	0	1	11	15	1	0	23	4926
0.942	5	0	0	5	94	3	0	1	12	14	1	0	27	6488
0.9425	5	0	0	5	94	3	1	1	12	13	1	0	27	6488
0.943	5	0	0	5	94	4	0	1	12	12	1	0	27	6488
0.9435	1	0	0	2	94	4	1	1	12	12	1	0	23	5371
0.9435	5	0	0	5	94	4	1	1	11	11	1	0	27	5949
0.944	1	0	0	2	94	5	0	1	12	13	1	0	23	5371
0.944	5	0	0	5	94	5	0	1	12	15	1	0	27	6488
0.9445	1	0	0	2	94	5	1	1	12	15	1	0	23	5371
0.9445	5	0	0	5	94	5	1	1	8	14	1	0	27	4325
0.945	1	0	0	2	94	6	0	1	12	11	1	0	23	5371
0.9455	1	0	0	2	94	6	1	1	12	14	1	0	23	5371
0.946	1	0	0	2	94	7	0	1	11	12	1	0	23	4926
0.9465	1	0	0	2	94	7	1	1	12	13	1	0	23	5371
0.947	1	0	0	2	94	8	0	1	12	15	1	0	23	5371
0.948	1	0	0	2	94	9	0	1	12	14	1	0	23	5371
0.9485	1	0	0	2	94	9	1	1	12	12	1	0	23	5371
0.9495	1	0	0	2	95	0	1	1	12	15	1	0	23	5371
0.95	1	0	0	2	95	1	0	1	12	11	1	0	23	5371
0.9505	1	0	0	2	95	1	1	1	12	14	1	0	23	5371
0.951	1	0	0	2	95	2	0	1	12	12	1	0	23	5371
0.9515	1	0	0	2	95	2	1	1	12	13	1	0	23	5371
0.952	1	0	0	2	95	3	0	1	12	15	1	0	23	5371
0.9525	1	0	0	2	95	3	1	1	12	11	1	0	23	5371
0.953	1	0	0	2	95	4	0	1	12	14	1	0	23	5371
0.9535	1	0	0	2	95	4	1	1	12	12	1	0	23	5371
0.954	1	0	0	2	95	5	0	1	12	13	1	0	23	5371
0.9545	1	0	0	2	95	5	1	1	12	15	1	0	23	5371
0.955	1	0	0	2	95	6	0	1	12	11	1	0	23	5371
0.9555	1	0	0	2	95	6	1	1	12	14	1	0	23	5371
0.956	1	0	0	2	95	7	0	1	11	10	1	0	23	4926
0.9565	1	0	0	2	95	7	1	1	11	13	1	0	23	4926
0.958	1	0	0	2	95	9	0	1	12	15	1	0	23	5371
0.9585	1	0	0	2	95	9	1	1	12	14	1	0	23	5371
0.959	1	0	0	2	96	0	0	1	12	13	1	0	23	5371
0.9595	1	0	0	2	96	0	1	1	12	12	1	0	23	5371
0.96	1	0	0	2	96	1	0	1	12	11	1	0	23	5371
0.9605	1	0	0	2	96	1	1	1	12	15	1	0	23	5371
0.961	1	0	0	2	96	2	0	1	12	14	1	0	23	5371
0.9615	1	0	0	2	96	2	1	1	11	10	1	0	23	4926
0.964	1	0	0	2	96	5	0	1	12	12	1	0	23	5371
0.9645	1	0	0	2	96	5	1	1	12	13	1	0	23	5371
0.965	1	0	0	2	96	6	0	1	11	11	1	0	23	4926
0.9655	1	0	0	2	96	6	1	1	12	15	1	0	23	5371
0.966	1	0	0	2	96	7	0	1	12	14	1	0	23	5371
0.9665	1	0	0	2	96	7	1	1	12	12	1	0	23	5371
0.9675	1	0	0	2	96	8	1	1	12	11	1	0	23	5371
0.968	1	0	0	2	96	9	0	1	12	15	1	0	23	5371
0.9685	1	0	0	2	96	9	1	1	11	14	1	0	23	4926
0.9695	1	0	0	2	97	0	1	1	12	13	1	0	23	5371
0.9705	1	0	0	2	97	1	1	1	12	15	1	0	23	5371
0.971	1	0	0	2	97	2	0	1	12	14	1	0	23	5371
0.9715	1	0	0	2	97	2	1	1	12	12	1	0	23	5371
0.972	1	0	0	2	97	3	0	1	11	10	1	0	23	4926
0.9725	1	0	0	2	97	3	1	1	11	11	1	0	23	4926
0.9735	1	0	0	2	97	4	1	1	12	15	1	0	23	5371
0.9745	1	0	0	2	97	5	1	1	11	14	1	0	23	4926
0.975	1	0	0	2	97	6	0	1	12	11	1	0	23	5371
0.9755	1	0	0	2	97	6	1	1	12	13	1	0	23	5371
0.976	1	0	0	2	97	7	0	1	12	15	1	0	23	5371
0.9765	1	0	0	2	97	7	1	1	12	12	1	0	23	5371
0.977	1	0	0	2	97	8	0	1	12	14	1	0	23	5371
0.9785	1	0	0	2	97	9	1	1	12	15	1	0	23	5371
0.979	1	0	0	2	98	0	0	1	12	12	1	0	23	5371
0.9795	1	0	0	2	98	0	1	1	12	14	1	0	23	5371
0.98	1	0	0	2	98	1	0	1	12	11	1	0	23	5371
0.9805	1	0	0	2	98	1	1	1	12	13	1	0	23	5371
0.9815	1	0	0	2	98	2	1	1	12	12	1	0	23	5371
0.982	1	0	0	2	98	3	0	1	11	14	1	0	23	4926
0.9825	1	0	0	2	98	3	1	1	12	11	1	0	23	5371
0.983	1	0	0	2	98	4	0	1	12	13	1	0	23	5371
0.9835	1	0	0	2	98	4	1	1	12	15	1	0	23	5371
0.984	1	0	0	2	98	5	0	1	12	12	1	0	23	5371
0.9845	1	0	0	2	98	5	1	1	12	14	1	0	23	5371
0.985	1	0	0	2	98	6	0	1	12	11	1	0	23	5371
0.986	1	0	0	2	98	7	0	1	11	15	1	0	23	4926
0.9865	1	0	0	2	98	7	1	1	12	12	1	0	23	5371
0.987	1	0	0	2	98	8	0	1	12	14	1	0	23	5371
0.9875	1	0	0	2	98	8	1	1	12	11	1	0	23	5371
0.988	1	0	0	2	98	9	0	1	12	13	1	0	23	5371
0.9885	1	0	0	2	98	9	1	1	12	15	1	0	23	5371
0.989	1	0	0	2	99	0	0	1	12	12	1	0	23	5371
0.9895	1	0	0	2	99	0	1	1	12	14	1	0	23	5371
0.99	1	0	0	2	99	1	0	1	12	11	1	0	23	5371
0.9905	1	0	0	2	99	1	1	1	11	13	1	0	23	4926
1.014	5	0	0	11	101	5	0	1	12	15	1	0	27	6488
1.0145	5	0	0	11	101	5	1	1	12	14	1	0	27	6488
1.015	5	0	0	11	101	6	0	1	11	13	1	0	27	5949
1.0155	5	0	0	11	101	6	1	1	12	12	1	0	27	6488
1.016	5	0	0	11	101	7	0	1	12	11	1	0	27	6488
1.0165	5	0	0	11	101	7	1	1	12	15	1	0	27	6488
1.017	5	0	0	11	101	8	0	1	12	14	1	0	27	6488
1.0175	5	0	0	11	101	8	1	1	12	13	1	0	27	6488
1.018	5	0	0	11	101	9	0	1	12	12	1	0	27	6488
1.0185	5	0	0	11	101	9	1	1	12	11	1	0	27	6488
1.019	5	0	0	11	102	0	0	1	12	15	1	0	27	6488
1.0195	5	0	0	11	102	0	1	1	12	14	1	0	27	6488
1.02	5	0	0	11	102	1	0	1	12	13	1	0	27	6488
1.0205	5	0	0	11	102	1	1	1	12	12	1	0	27	6488
1.021	5	0	0	11	102	2	0	1	12	11	1	0	27	6488
1.0215	5	0	0	11	102	2	1	1	12	15	1	0	27	6488
1.022	5	0	0	11	102	3	0	1	12	14	1	0	27	6488
1.0225	5	0	0	11	102	3	1	1	12	13	1	0	27	6488
1.023	5	0	0	11	102	4	0	1	12	12	1	0	27	6488
1.0235	5	0	0	11	102	4	1	1	11	11	1	0	27	5949
1.024	5	0	0	11	102	5	0	1	12	15	1	0	27	6488
1.0245	5	0	0	11	102	5	1	1	12	14	1	0	27	6488
1.025	5	0	0	11	102	6	0	1	12	13	1	0	27	6488
1.0255	5	0	0	11	102	6	1	1	12	12	1	0	27	6488
1.026	5	0	0	11	102	7	0	1	12	11	1	0	27	6488
1.0265	5	0	0	11	102	7	1	1	12	15	1	0	27	6488
1.027	5	0	0	11	102	8	0	1	12	14	1	0	27	6488
1.0275	5	0	0	11	102	8	1	1	12	13	1	0	27	6488
1.028	5	0	0	11	102	9	0	1	12	12	1	0	27	6488
1.0285	5	0	0	11	102	9	1	1	11	11	1	0	27	5949
1.029	5	0	0	11	103	0	0	1	12	15	1	0	27	6488
1.0295	5	0	0	11	103	0	1	1	12	14	1	0	27	6488
1.03	5	0	0	11	103	1	0	1	11	13	1	0	27	5949
1.0305	5	0	0	11	103	1	1	1	11	12	1	0	27	5949
1.031	5	0	0	11	103	2	0	1	12	11	1	0	27	6488
1.0315	5	0	0	11	103	2	1	1	12	15	1	0	27	6488
1.032	5	0	0	11	103	3	0	1	12	14	1	0	27	6488
1.0325	5	0	0	11	103	3	1	1	12	13	1	0	27	6488
1.033	5	0	0	11	103	4	0	1	12	12	1	0	27	6488
1.0335	5	0	0	11	103	4	1	1	12	11	1	0	27	6488
1.034	5	0	0	11	103	5	0	1	12	15	1	0	27	6488
1.0345	5	0	0	11	103	5	1	1	12	14	1	0	27	6488
1.035	5	0	0	11	103	6	0	1	12	13	1	0	27	6488
1.0355	5	0	0	11	103	6	1	1	12	12	1	0	27	6488
1.036	5	0	0	11	103	7	0	1	12	11	1	0	27	6488
